DateTime,Open,High,Low,Close,LegVWAP,DeltaIntensity
2026-07-09 14:59:15,29944.40,29944.40,29933.25,29938.38,0.00,-3.00
2026-07-09 14:59:26,29941.39,29941.39,29926.75,29931.38,0.00,-3.00
2026-07-09 14:59:34,29936.38,29936.38,29927.25,29929.81,0.00,-3.00
2026-07-09 14:59:40,29933.10,29940.00,29931.00,29934.12,0.00,-2.00
2026-07-09 14:59:45,29933.61,29939.75,29933.61,29936.31,0.00,-2.00
2026-07-09 14:59:50,29934.96,29940.25,29934.50,29937.44,0.00,-1.00
2026-07-09 14:59:53,29936.20,29941.50,29936.20,29938.81,0.00,-1.00
2026-07-09 14:59:56,29937.51,29938.75,29932.00,29936.19,0.00,-2.00
2026-07-09 14:59:57,29936.85,29940.75,29934.25,29937.31,0.00,-2.00
2026-07-09 14:59:58,29937.08,29946.75,29937.08,29942.44,0.00,-2.00
2026-07-09 14:59:59,29939.76,29949.50,29939.76,29947.06,0.00,2.00
2026-07-09 15:00:00,29943.41,29950.50,29942.75,29946.44,0.00,2.00
2026-07-09 15:00:10,29944.92,29952.75,29944.00,29948.38,0.00,2.00
2026-07-09 15:00:29,29946.65,29962.50,29946.65,29955.44,0.00,2.00
2026-07-09 15:00:44,29951.04,29959.50,29947.00,29954.19,0.00,2.00
2026-07-09 15:01:04,29952.62,29955.75,29946.25,29951.12,0.00,1.00
2026-07-09 15:01:51,29951.87,29951.87,29943.25,29947.88,0.00,1.00
2026-07-09 15:03:12,29949.87,29953.25,29945.75,29949.38,0.00,1.00
2026-07-09 15:05:36,29949.62,29970.00,29949.62,29960.31,0.00,2.00
2026-07-09 15:06:49,29954.97,29970.75,29954.97,29967.44,0.00,2.00
2026-07-09 15:09:42,29961.20,29971.00,29960.50,29966.94,0.00,2.00
2026-07-09 15:12:17,29964.07,29973.75,29962.50,29968.12,0.00,2.00
2026-07-09 15:14:38,29966.10,29972.00,29957.50,29964.69,0.00,2.00
2026-07-09 15:18:16,29965.39,29967.00,29953.25,29958.50,0.00,-1.00
2026-07-09 15:23:46,29961.95,29961.95,29936.00,29946.06,0.00,-3.00
2026-07-09 15:30:25,29954.00,29954.00,29935.00,29941.50,0.00,-2.00
2026-07-09 15:37:41,29947.75,29947.75,29932.00,29938.94,0.00,-2.00
2026-07-09 15:45:15,29943.34,29943.34,29930.25,29934.38,0.00,-2.00
2026-07-09 15:54:11,29938.86,29939.50,29930.75,29933.81,0.00,-2.00
2026-07-09 15:57:25,29936.34,29936.34,29926.25,29931.44,0.00,-2.00
2026-07-09 17:00:00,29933.89,29947.75,29923.50,29935.06,0.00,-2.00
2026-07-09 17:04:46,29934.47,29961.00,29926.00,29939.81,0.00,-2.00
2026-07-09 17:09:20,29937.14,29945.25,29929.75,29939.81,0.00,1.00
2026-07-09 17:18:35,29938.48,29941.50,29906.75,29927.19,0.00,-2.00
2026-07-09 17:23:41,29932.83,29932.83,29904.00,29914.88,0.00,-2.00
2026-07-09 17:38:37,29923.85,29927.50,29907.25,29917.56,0.00,-2.00
2026-07-09 17:58:32,29920.71,29938.75,29907.00,29924.31,0.00,-2.00
2026-07-09 18:06:33,29922.51,29949.00,29922.51,29939.50,0.00,-2.00
2026-07-09 18:20:20,29931.00,29964.25,29931.00,29953.06,0.00,3.00
2026-07-09 18:27:04,29942.03,29962.75,29942.03,29954.25,0.00,2.00
2026-07-09 18:41:37,29948.14,29948.14,29926.00,29940.25,0.00,2.00
2026-07-09 18:51:55,29944.20,29958.00,29930.75,29939.81,0.00,2.00
2026-07-09 18:59:59,29942.00,29952.00,29907.75,29924.69,0.00,-2.00
2026-07-09 19:01:51,29933.35,29933.35,29889.75,29902.94,0.00,-2.00
2026-07-09 19:03:51,29918.14,29918.14,29880.00,29894.88,0.00,-2.00
2026-07-09 19:07:48,29906.51,29906.51,29864.50,29875.69,0.00,-3.00
