DateTime,Open,High,Low,Close,Volume,BidVolume,AskVolume
2026-07-22 15:30:00,29216.25,29225.75,29165.00,29165.00,4283,2313,1970
2026-07-22 17:00:00,29100.00,29142.50,29060.50,29080.50,5448,2794,2654
2026-07-22 17:30:00,29081.25,29091.25,29039.25,29072.75,3200,1614,1586
2026-07-22 18:00:00,29073.50,29081.25,29021.75,29058.75,2899,1538,1361
2026-07-22 18:30:00,29059.00,29145.50,29058.75,29142.25,3728,1766,1962
2026-07-22 19:00:00,29143.75,29255.50,29132.50,29226.50,6484,3157,3327
2026-07-22 19:30:00,29226.75,29282.50,29218.25,29255.00,4485,2097,2388
2026-07-22 20:00:00,29256.25,29273.50,29232.50,29240.25,3423,1732,1691
2026-07-22 20:30:00,29242.00,29260.50,29175.50,29176.00,5108,2513,2595
2026-07-22 21:00:00,29176.00,29201.00,29092.00,29105.00,4128,2236,1892
2026-07-22 21:30:00,29104.50,29126.75,29057.00,29089.00,4443,2203,2240
2026-07-22 22:00:00,29093.50,29096.75,29029.50,29084.25,4362,2251,2111
2026-07-22 22:30:00,29083.25,29128.00,29072.25,29111.75,3113,1470,1643
2026-07-22 23:00:00,29112.00,29163.00,29068.50,29151.50,3752,1825,1927
2026-07-22 23:30:00,29153.50,29165.25,29112.50,29125.25,2427,1254,1173
2026-07-23 00:00:00,29126.00,29170.75,29098.50,29170.75,2744,1230,1514
2026-07-23 00:30:00,29170.25,29183.25,29079.25,29088.00,3033,1664,1369
2026-07-23 01:00:00,29088.00,29116.50,29077.25,29108.75,2626,1349,1277
2026-07-23 01:30:00,29108.00,29119.25,29074.00,29084.00,2560,1394,1166
2026-07-23 02:00:00,29083.75,29086.75,28954.00,29015.50,7467,3897,3570
2026-07-23 02:30:00,29015.75,29019.75,28922.25,28987.50,5082,2380,2702
2026-07-23 03:00:00,28988.75,29061.25,28958.25,29051.00,5224,2480,2744
2026-07-23 03:30:00,29049.25,29111.00,29030.75,29103.00,3052,1443,1609
2026-07-23 04:00:00,29103.50,29137.75,29078.00,29091.00,3463,1745,1718
2026-07-23 04:30:00,29092.00,29092.00,29045.00,29055.25,2369,1215,1154
2026-07-23 05:00:00,29054.25,29067.00,29036.00,29053.00,2465,1201,1264
2026-07-23 05:30:00,29051.75,29122.25,29045.25,29103.00,3503,1702,1801
2026-07-23 06:00:00,29103.00,29106.50,28992.50,28993.75,4824,2659,2165
2026-07-23 06:30:00,28994.75,29002.25,28913.00,28965.00,8652,4203,4449
2026-07-23 07:00:00,28964.00,28967.75,28854.50,28864.50,8275,4595,3680
2026-07-23 07:30:00,28864.50,28875.00,28754.75,28787.50,15264,7716,7548
2026-07-23 08:00:00,28786.50,28804.50,28697.00,28719.25,22018,11077,10941
2026-07-23 08:30:00,28718.25,28883.00,28657.00,28707.75,78681,40039,38642
2026-07-23 09:00:00,28709.25,28801.25,28678.25,28731.50,51355,25576,25779
2026-07-23 09:30:00,28731.00,28773.25,28577.25,28596.75,48133,24468,23665
2026-07-23 10:00:00,28597.25,28604.50,28447.75,28467.25,50319,26123,24196
2026-07-23 10:30:00,28467.75,28590.00,28432.50,28588.50,33695,16302,17393
2026-07-23 11:00:00,28588.50,28715.00,28573.25,28707.25,28237,13979,14258
2026-07-23 11:30:00,28707.50,28738.25,28609.50,28640.75,28530,14468,14062
2026-07-23 12:00:00,28641.25,28676.75,28588.00,28652.50,23918,11796,12122
2026-07-23 12:30:00,28653.00,28657.00,28565.50,28568.00,18729,9479,9250
2026-07-23 13:00:00,28568.25,28584.25,28542.50,28575.00,18213,8838,9375
2026-07-23 13:30:00,28574.75,28603.50,28525.25,28550.00,17599,8640,8959
2026-07-23 14:00:00,28550.00,28595.25,28501.00,28583.00,20735,10036,10699
2026-07-23 14:30:00,28583.50,28633.50,28486.25,28615.00,43137,21807,21330
2026-07-23 15:00:00,28614.25,28777.25,28610.50,28769.50,22512,10391,12121
2026-07-23 15:30:00,28768.50,28782.00,28725.25,28739.25,5479,2708,2771
2026-07-23 17:00:00,28700.25,28709.25,28624.00,28662.25,4030,2029,2001
2026-07-23 17:30:00,28662.50,28732.75,28662.50,28731.25,2995,1388,1607
2026-07-23 18:00:00,28729.50,28736.00,28687.50,28698.50,2767,1489,1278
2026-07-23 18:30:00,28698.00,28708.25,28658.25,28679.00,3471,1855,1616
2026-07-23 19:00:00,28680.25,28724.00,28615.75,28643.00,7000,3449,3551
2026-07-23 19:30:00,28646.00,28680.00,28618.00,28672.00,4147,2071,2076
2026-07-23 20:00:00,28672.25,28701.50,28641.25,28656.25,3741,1816,1925
2026-07-23 20:30:00,28655.50,28685.50,28607.00,28614.25,3263,1715,1548
2026-07-23 21:00:00,28612.75,28632.00,28587.00,28594.75,3079,1580,1499
2026-07-23 21:30:00,28595.25,28598.25,28515.00,28519.25,4361,2418,1943
2026-07-23 22:00:00,28520.00,28560.75,28517.75,28545.50,3558,1605,1953
2026-07-23 22:30:00,28544.25,28555.75,28481.00,28485.00,4349,2201,2148
2026-07-23 23:00:00,28486.50,28556.75,28465.50,28551.75,3680,1705,1975
2026-07-23 23:30:00,28550.50,28571.50,28512.25,28565.25,2662,1279,1383
2026-07-24 00:00:00,28564.50,28602.00,28548.25,28582.25,2808,1350,1458
2026-07-24 00:30:00,28583.00,28607.00,28544.00,28545.00,2824,1408,1416
2026-07-24 01:00:00,28546.75,28576.25,28503.00,28534.50,4008,2002,2006
2026-07-24 01:30:00,28536.50,28561.50,28481.00,28543.75,3370,1584,1786
2026-07-24 02:00:00,28544.00,28663.00,28539.25,28654.00,5835,2861,2974
2026-07-24 02:30:00,28653.75,28658.00,28609.00,28614.25,2496,1322,1174
2026-07-24 03:00:00,28615.75,28622.25,28556.50,28621.75,3988,1862,2126
2026-07-24 03:30:00,28621.75,28649.50,28609.00,28622.00,2444,1204,1240
