Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, Buy Aggression, Sell Aggression
2026-7-7, 10:11:49.190000, 29332.75, 29358.00, 29285.50, 29285.75, 7250, 6509, 29315.50, 29309.75, 29321.75, 3780, 3470, 0.00, 0.00
2026-7-7, 10:18:21.145010, 29285.50, 29318.25, 29271.75, 29298.50, 7250, 6753, 29293.50, 29296.17, 29295.00, 3597, 3653, 29266.75, 0.00
2026-7-7, 10:27:13.964000, 29297.75, 29323.75, 29271.75, 29298.00, 7250, 6627, 29297.81, 29297.83, 29297.75, 3494, 3756, 29266.75, 0.00
2026-7-7, 10:37:08.620000, 29297.00, 29348.50, 29248.25, 29347.00, 7250, 6559, 29310.19, 29314.58, 29298.38, 3646, 3604, 0.00, 0.00
2026-7-7, 10:45:06.229001, 29346.75, 29376.75, 29332.25, 29349.25, 7250, 6386, 29351.25, 29352.75, 29354.50, 3698, 3552, 0.00, 0.00
2026-7-7, 10:51:38.298000, 29351.00, 29412.50, 29347.00, 29411.00, 7250, 6684, 29380.38, 29390.17, 29379.75, 3368, 3882, 29342.00, 0.00
2026-7-7, 11:01:21.952003, 29411.00, 29452.00, 29404.00, 29421.75, 7250, 6451, 29422.19, 29425.92, 29428.00, 3549, 3701, 29399.00, 0.00
2026-7-7, 11:08:05.851001, 29421.75, 29473.75, 29398.00, 29462.25, 7250, 6487, 29438.94, 29444.67, 29435.88, 3319, 3931, 29393.00, 0.00
2026-7-7, 11:15:34.255005, 29462.25, 29526.00, 29450.50, 29525.00, 7250, 5755, 29490.94, 29500.50, 29488.25, 2880, 4370, 29445.50, 0.00
2026-7-7, 11:22:55.501008, 29525.00, 29548.00, 29501.50, 29536.50, 7250, 6263, 29527.75, 29528.67, 29524.75, 3575, 3675, 29496.50, 0.00
2026-7-7, 11:27:44.557001, 29536.50, 29558.25, 29512.75, 29529.25, 7250, 6379, 29534.19, 29533.42, 29535.50, 3528, 3722, 29507.75, 0.00
2026-7-7, 11:34:45.768002, 29529.25, 29538.50, 29486.25, 29510.75, 7250, 6699, 29516.19, 29511.83, 29512.38, 3740, 3510, 0.00, 0.00
2026-7-7, 11:43:22.757000, 29510.75, 29557.75, 29509.50, 29543.75, 7250, 6267, 29530.44, 29537.00, 29533.63, 3608, 3642, 29504.50, 0.00
2026-7-7, 11:53:33.822001, 29543.50, 29559.75, 29502.50, 29558.50, 7250, 6558, 29541.06, 29540.25, 29531.13, 3664, 3586, 29497.50, 0.00
2026-7-7, 12:05:22.079000, 29558.25, 29580.75, 29536.50, 29545.75, 7250, 6365, 29555.31, 29554.33, 29558.63, 3645, 3605, 29531.50, 0.00
2026-7-7, 12:13:57.122000, 29545.75, 29573.50, 29510.00, 29568.50, 7250, 6661, 29549.44, 29550.67, 29541.75, 3680, 3570, 29505.00, 0.00
2026-7-7, 12:24:28.682000, 29569.00, 29569.75, 29524.25, 29542.50, 7250, 6549, 29551.38, 29545.50, 29547.00, 3651, 3599, 29519.25, 0.00
2026-7-7, 12:38:51.236006, 29542.50, 29570.00, 29528.25, 29541.00, 7250, 6469, 29545.44, 29546.42, 29549.13, 3463, 3787, 0.00, 0.00
2026-7-7, 12:53:23.090000, 29541.25, 29574.25, 29529.00, 29533.75, 7250, 6586, 29544.56, 29545.67, 29551.63, 3569, 3681, 0.00, 29579.25
2026-7-7, 13:09:46.091006, 29533.75, 29561.00, 29529.00, 29544.00, 7250, 6568, 29541.94, 29544.67, 29545.00, 3633, 3617, 0.00, 29566.00
2026-7-7, 13:25:40.135004, 29544.25, 29555.00, 29489.00, 29495.00, 7250, 6456, 29520.81, 29513.00, 29522.00, 4001, 3249, 0.00, 29560.00
2026-7-7, 13:35:20.495002, 29495.25, 29518.50, 29452.75, 29466.75, 7250, 6402, 29483.31, 29479.33, 29485.63, 3693, 3557, 0.00, 0.00
2026-7-7, 13:47:02.077000, 29467.00, 29485.00, 29403.50, 29414.50, 7250, 6646, 29442.50, 29434.33, 29444.25, 3830, 3420, 0.00, 0.00
2026-7-7, 13:52:32.523000, 29414.00, 29426.75, 29378.75, 29384.75, 7250, 6641, 29401.06, 29396.75, 29402.75, 3796, 3454, 0.00, 0.00
2026-7-7, 14:00:33.941000, 29385.00, 29410.00, 29353.25, 29359.00, 7250, 6768, 29376.81, 29374.08, 29381.63, 3760, 3490, 0.00, 0.00
2026-7-7, 14:07:32.506006, 29358.75, 29364.25, 29300.75, 29307.75, 7250, 6798, 29332.88, 29324.25, 29332.50, 3797, 3453, 0.00, 0.00
2026-7-7, 14:16:19.214000, 29307.50, 29324.50, 29271.00, 29317.50, 7250, 6758, 29305.13, 29304.33, 29297.75, 3629, 3621, 29266.00, 0.00
2026-7-7, 14:23:21.803001, 29317.50, 29368.25, 29280.75, 29364.75, 7250, 6834, 29332.81, 29337.92, 29324.50, 3541, 3709, 29275.75, 0.00
2026-7-7, 14:31:10.201000, 29365.00, 29371.75, 29319.25, 29324.75, 7250, 6651, 29345.19, 29338.58, 29345.50, 3714, 3536, 0.00, 0.00
2026-7-7, 14:39:08.697000, 29324.75, 29357.50, 29303.75, 29352.25, 7250, 6774, 29334.56, 29337.83, 29330.63, 3633, 3617, 29298.75, 0.00
2026-7-7, 14:50:01.386000, 29353.75, 29389.75, 29318.50, 29380.75, 7250, 6739, 29360.69, 29363.00, 29354.13, 3647, 3603, 29313.50, 0.00
2026-7-7, 14:55:30.426000, 29381.00, 29399.00, 29367.50, 29389.25, 7250, 6665, 29384.19, 29385.25, 29383.25, 3827, 3423, 0.00, 0.00
2026-7-7, 14:59:32.338000, 29389.75, 29400.00, 29382.50, 29393.00, 7250, 6429, 29391.31, 29391.83, 29391.25, 3906, 3344, 0.00, 0.00
2026-7-7, 15:00:01.467001, 29393.00, 29426.00, 29387.75, 29424.50, 7250, 6697, 29407.81, 29412.75, 29406.88, 3414, 3836, 29382.75, 0.00
2026-7-7, 15:05:22.287008, 29424.50, 29437.25, 29393.25, 29421.25, 7250, 6525, 29419.06, 29417.25, 29415.25, 3800, 3450, 29388.25, 0.00
2026-7-7, 15:38:17.133001, 29421.00, 29424.00, 29319.50, 29390.00, 7250, 6617, 29388.63, 29377.83, 29371.75, 3513, 3737, 0.00, 0.00
2026-7-7, 17:49:24.197002, 29390.00, 29407.00, 29275.50, 29275.50, 7250, 6757, 29337.00, 29319.33, 29341.25, 3717, 3533, 0.00, 0.00
2026-7-7, 19:00:41.575000, 29275.25, 29460.25, 29266.00, 29460.25, 7250, 6725, 29365.44, 29395.50, 29363.13, 3292, 3958, 0.00, 0.00
2026-7-7, 19:24:26.464001, 29460.50, 29538.50, 29407.25, 29526.50, 7250, 6596, 29483.19, 29490.75, 29472.88, 3697, 3553, 0.00, 29543.50
2026-7-7, 19:50:33.727002, 29526.50, 29558.75, 29477.00, 29481.00, 7250, 6518, 29510.81, 29505.58, 29517.88, 3686, 3564, 0.00, 0.00
2026-7-7, 20:31:00.466000, 29480.00, 29492.50, 29388.00, 29406.25, 7250, 6731, 29441.69, 29428.92, 29440.25, 3715, 3535, 0.00, 0.00
2026-7-7, 21:16:35.569000, 29406.75, 29506.00, 29391.50, 29499.25, 7250, 6770, 29450.88, 29465.58, 29448.75, 3607, 3643, 29386.50, 0.00
2026-7-7, 22:24:53.564000, 29498.50, 29532.25, 29402.50, 29409.00, 7250, 6834, 29460.56, 29447.92, 29467.38, 3727, 3523, 0.00, 0.00
2026-7-7, 23:37:59.803000, 29409.25, 29447.25, 29347.00, 29347.00, 7250, 6717, 29387.63, 29380.42, 29397.13, 3766, 3484, 0.00, 0.00
2026-7-8, 00:44:46.041001, 29347.00, 29363.50, 29298.75, 29306.25, 7250, 6680, 29328.88, 29322.83, 29331.13, 3910, 3340, 0.00, 0.00
2026-7-8, 01:34:57.245000, 29304.50, 29379.25, 29281.00, 29377.25, 7250, 6733, 29335.50, 29345.83, 29330.13, 3493, 3757, 0.00, 0.00
2026-7-8, 02:31:00.895000, 29379.00, 29414.75, 29293.50, 29293.50, 7250, 6692, 29345.19, 29333.92, 29354.13, 3618, 3632, 0.00, 0.00
2026-7-8, 03:17:13.998000, 29293.25, 29327.00, 29069.50, 29117.50, 7250, 6303, 29201.81, 29171.33, 29198.25, 4186, 3064, 0.00, 29332.00
2026-7-8, 03:26:39.210011, 29117.50, 29124.75, 28989.25, 28996.00, 7250, 6296, 29056.88, 29036.67, 29057.00, 3995, 3255, 0.00, 0.00
2026-7-8, 03:39:02.683000, 28993.75, 29094.25, 28957.25, 29093.50, 7250, 6484, 29034.69, 29048.33, 29025.75, 3627, 3623, 0.00, 0.00
2026-7-8, 03:55:31.419001, 29093.00, 29099.00, 28917.50, 28918.25, 7250, 6427, 29006.94, 28978.25, 29008.25, 3910, 3340, 0.00, 0.00
2026-7-8, 04:14:35.565001, 28918.25, 29011.00, 28909.75, 28989.00, 7250, 6483, 28957.00, 28969.92, 28960.38, 3436, 3814, 28904.75, 0.00
2026-7-8, 04:49:43.579001, 28989.25, 29049.25, 28922.75, 29038.50, 7250, 6597, 28999.94, 29003.50, 28986.00, 3348, 3902, 0.00, 0.00
2026-7-8, 05:33:56.983010, 29038.50, 29063.00, 28977.00, 28989.00, 7250, 6603, 29016.88, 29009.67, 29020.00, 3651, 3599, 0.00, 0.00
2026-7-8, 06:18:01.254014, 28989.00, 29124.75, 28973.00, 29081.25, 7250, 6662, 29042.00, 29059.67, 29048.88, 3429, 3821, 28968.00, 0.00
2026-7-8, 06:51:58.752000, 29079.00, 29184.25, 29054.25, 29158.00, 7250, 6421, 29118.88, 29132.17, 29119.25, 3442, 3808, 0.00, 0.00
2026-7-8, 07:14:09.939001, 29158.00, 29193.50, 29124.75, 29190.00, 7250, 6217, 29166.56, 29169.42, 29159.13, 3850, 3400, 0.00, 29198.50
2026-7-8, 07:48:28.213005, 29190.00, 29239.50, 29148.00, 29166.00, 7250, 6738, 29185.88, 29184.50, 29193.75, 3578, 3672, 0.00, 0.00
2026-7-8, 08:08:01.948016, 29166.00, 29226.00, 29154.00, 29184.00, 7250, 6758, 29182.50, 29188.00, 29190.00, 3647, 3603, 0.00, 29231.00
2026-7-8, 08:27:11.951001, 29183.75, 29230.00, 29170.25, 29202.25, 3051, 2758, 29196.56, 29200.83, 29200.13, 1463, 1588, 0.00, 0.00
2026-7-8, 08:30:00.000000, 29202.75, 29277.50, 29201.00, 29257.75, 7250, 6694, 29234.75, 29245.42, 29239.25, 3569, 3681, 0.00, 0.00
2026-7-8, 08:31:31.017003, 29257.75, 29327.50, 29252.25, 29313.75, 7250, 6692, 29287.81, 29297.83, 29289.88, 3608, 3642, 0.00, 0.00
2026-7-8, 08:34:02.524010, 29313.75, 29338.00, 29273.50, 29283.75, 7250, 6776, 29302.25, 29298.42, 29305.75, 3692, 3558, 0.00, 0.00
2026-7-8, 08:37:14.088000, 29283.00, 29374.00, 29254.50, 29373.25, 7250, 6739, 29321.19, 29333.92, 29314.25, 3410, 3840, 0.00, 0.00
2026-7-8, 08:40:42.144000, 29373.25, 29385.00, 29329.75, 29362.50, 7250, 6470, 29362.63, 29359.08, 29357.38, 3782, 3468, 0.00, 0.00
2026-7-8, 08:44:36.548001, 29362.25, 29399.00, 29338.25, 29339.00, 7250, 6680, 29359.63, 29358.75, 29368.63, 3700, 3550, 0.00, 0.00
2026-7-8, 08:49:04.089002, 29338.75, 29374.25, 29287.75, 29327.75, 7250, 6819, 29332.13, 29329.92, 29331.00, 3665, 3585, 0.00, 0.00
2026-7-8, 08:52:57.425002, 29327.50, 29391.00, 29291.00, 29389.75, 7250, 6822, 29349.81, 29357.25, 29341.00, 3502, 3748, 0.00, 0.00
2026-7-8, 08:59:07.780000, 29389.00, 29394.75, 29300.25, 29304.00, 7250, 6783, 29347.00, 29333.00, 29347.50, 4058, 3192, 0.00, 0.00
2026-7-8, 09:03:20.112000, 29305.00, 29348.00, 29291.50, 29295.75, 7250, 6824, 29310.06, 29311.75, 29319.75, 3912, 3338, 0.00, 0.00
2026-7-8, 09:10:34.291000, 29295.75, 29302.75, 29245.00, 29247.75, 7250, 6660, 29272.81, 29265.17, 29273.88, 3839, 3411, 0.00, 0.00
2026-7-8, 09:15:23.542000, 29248.50, 29323.75, 29235.25, 29299.75, 7250, 6749, 29276.81, 29286.25, 29279.50, 3498, 3752, 0.00, 0.00
2026-7-8, 09:21:00.886002, 29299.75, 29373.00, 29297.00, 29312.50, 7250, 6635, 29320.56, 29327.50, 29335.00, 3743, 3507, 0.00, 0.00
2026-7-8, 09:27:00.139001, 29311.50, 29324.00, 29254.25, 29289.00, 7250, 6722, 29294.69, 29289.08, 29289.13, 3728, 3522, 0.00, 0.00
2026-7-8, 09:33:51.138003, 29289.00, 29335.25, 29244.00, 29257.75, 7250, 6686, 29281.50, 29279.00, 29289.63, 3672, 3578, 29239.00, 0.00
2026-7-8, 09:39:35.929000, 29258.75, 29282.25, 29209.25, 29253.50, 7250, 6583, 29250.94, 29248.33, 29245.75, 3837, 3413, 0.00, 0.00
2026-7-8, 09:45:00.353000, 29254.50, 29257.50, 29151.00, 29153.00, 7250, 6615, 29204.00, 29187.17, 29204.25, 4039, 3211, 0.00, 0.00
2026-7-8, 09:50:41.176000, 29152.50, 29297.50, 29152.50, 29259.75, 7250, 6653, 29215.56, 29236.58, 29225.00, 3263, 3987, 0.00, 0.00
2026-7-8, 09:54:40.544001, 29259.75, 29289.50, 29193.25, 29210.00, 7250, 6713, 29238.13, 29230.92, 29241.38, 3751, 3499, 0.00, 0.00
2026-7-8, 10:01:01.733001, 29210.00, 29223.25, 29178.75, 29193.50, 7250, 6859, 29201.38, 29198.50, 29201.00, 3766, 3484, 0.00, 0.00
2026-7-8, 10:11:53.770001, 29193.75, 29198.00, 29093.00, 29102.50, 7250, 6516, 29146.81, 29131.17, 29145.50, 3947, 3303, 0.00, 0.00
2026-7-8, 10:17:45.480001, 29102.75, 29161.25, 29056.00, 29058.75, 7250, 6773, 29094.69, 29092.00, 29108.63, 3864, 3386, 0.00, 0.00
2026-7-8, 10:24:29.828001, 29058.50, 29075.00, 29034.50, 29048.50, 7250, 6605, 29054.13, 29052.67, 29054.75, 3578, 3672, 0.00, 0.00
2026-7-8, 10:30:24.661000, 29048.25, 29143.75, 29034.00, 29142.75, 7250, 6677, 29092.19, 29106.83, 29088.88, 3460, 3790, 0.00, 0.00
2026-7-8, 10:37:05.701003, 29142.75, 29153.00, 29091.00, 29096.75, 7250, 6606, 29120.88, 29113.58, 29122.00, 3960, 3290, 0.00, 29158.00
2026-7-8, 10:45:13.687001, 29097.00, 29131.00, 29051.25, 29093.25, 7250, 6678, 29093.13, 29091.83, 29091.13, 3700, 3550, 0.00, 0.00
2026-7-8, 10:55:16.186000, 29092.50, 29143.25, 29061.00, 29134.75, 7250, 6703, 29107.88, 29113.00, 29102.13, 3585, 3665, 0.00, 0.00
2026-7-8, 11:04:38.047000, 29135.50, 29211.00, 29125.75, 29201.00, 7250, 6602, 29168.31, 29179.25, 29168.38, 3475, 3775, 0.00, 0.00
2026-7-8, 11:12:22.647000, 29201.25, 29264.00, 29194.50, 29261.75, 7250, 6461, 29230.38, 29240.08, 29229.25, 3329, 3921, 0.00, 0.00
2026-7-8, 11:21:04.180000, 29261.75, 29303.25, 29250.75, 29285.25, 7250, 6566, 29275.25, 29279.75, 29277.00, 3531, 3719, 0.00, 0.00
2026-7-8, 11:28:03.039005, 29285.50, 29331.75, 29269.50, 29302.50, 7250, 6630, 29297.31, 29301.25, 29300.63, 3443, 3807, 0.00, 0.00
2026-7-8, 11:35:12.151000, 29302.50, 29350.00, 29245.50, 29332.75, 7250, 6715, 29307.69, 29309.42, 29297.75, 3404, 3846, 29240.50, 0.00
2026-7-8, 11:40:57.096004, 29332.75, 29361.75, 29308.75, 29339.50, 7250, 6608, 29335.69, 29336.67, 29335.25, 3433, 3817, 29303.75, 0.00
2026-7-8, 11:51:33.120000, 29341.25, 29377.00, 29341.25, 29365.50, 7250, 6571, 29356.25, 29361.25, 29359.13, 3592, 3658, 29336.25, 0.00
2026-7-8, 12:02:11.180000, 29365.50, 29389.75, 29337.25, 29364.00, 7250, 6456, 29364.13, 29363.67, 29363.50, 3514, 3736, 29332.25, 0.00
2026-7-8, 12:13:33.129040, 29364.25, 29418.75, 29334.75, 29411.75, 7250, 6728, 29382.38, 29388.42, 29376.75, 3317, 3933, 29329.75, 0.00
2026-7-8, 12:24:33.899000, 29411.50, 29457.75, 29408.00, 29444.25, 7250, 6471, 29430.38, 29436.67, 29432.88, 3501, 3749, 0.00, 0.00
2026-7-8, 12:34:53.867000, 29444.50, 29449.00, 29354.50, 29359.50, 7250, 6451, 29401.88, 29387.67, 29401.75, 3928, 3322, 0.00, 29454.00
2026-7-8, 12:46:15.643000, 29359.50, 29390.00, 29324.25, 29336.50, 7250, 6530, 29352.56, 29350.25, 29357.13, 3475, 3775, 0.00, 0.00
2026-7-8, 12:58:03.553000, 29337.00, 29422.75, 29330.00, 29403.00, 7250, 6536, 29373.19, 29385.25, 29376.38, 3419, 3831, 0.00, 0.00
2026-7-8, 13:09:20.804000, 29404.00, 29429.25, 29376.00, 29379.50, 7250, 6758, 29397.19, 29394.92, 29402.63, 3800, 3450, 0.00, 29434.25
2026-7-8, 13:25:21.946001, 29379.50, 29417.75, 29347.50, 29406.25, 7250, 6701, 29387.75, 29390.50, 29382.63, 3679, 3571, 0.00, 29422.75
2026-7-8, 13:40:12.922000, 29406.00, 29424.25, 29372.50, 29392.00, 7250, 6878, 29398.69, 29396.25, 29398.38, 3576, 3674, 29367.50, 0.00
2026-7-8, 13:56:09.983000, 29393.50, 29437.25, 29375.75, 29409.75, 7250, 6748, 29404.06, 29407.58, 29406.50, 3655, 3595, 29370.75, 0.00
2026-7-8, 14:10:01.138000, 29410.25, 29419.75, 29380.00, 29419.25, 7250, 6475, 29407.31, 29406.33, 29399.88, 3573, 3677, 29375.00, 0.00
2026-7-8, 14:27:47.583000, 29419.25, 29438.75, 29388.50, 29408.50, 7250, 6830, 29413.75, 29411.92, 29413.63, 3569, 3681, 29383.50, 0.00
2026-7-8, 14:43:22.276000, 29407.75, 29451.50, 29381.00, 29443.50, 7250, 6803, 29420.94, 29425.33, 29416.25, 3497, 3753, 29376.00, 0.00
2026-7-8, 14:53:41.445001, 29443.50, 29498.00, 29440.00, 29491.50, 7250, 6762, 29468.25, 29476.50, 29469.00, 3563, 3687, 29435.00, 0.00
2026-7-8, 14:59:00.550000, 29492.00, 29500.00, 29457.50, 29457.50, 7250, 6226, 29476.75, 29471.67, 29478.75, 4113, 3137, 0.00, 0.00
2026-7-8, 14:59:58.939000, 29457.50, 29468.50, 29424.50, 29434.25, 7250, 6792, 29446.19, 29442.42, 29446.50, 3666, 3584, 29419.50, 0.00
2026-7-8, 15:08:25.169002, 29434.25, 29441.00, 29353.25, 29381.50, 7250, 6867, 29402.50, 29391.92, 29397.13, 3792, 3458, 0.00, 0.00
2026-7-8, 15:40:24.071000, 29382.00, 29456.00, 29374.00, 29456.00, 7250, 6763, 29417.00, 29428.67, 29415.00, 3615, 3635, 0.00, 29461.00
2026-7-8, 18:09:31.627003, 29456.00, 29545.25, 29395.00, 29538.50, 7250, 6790, 29483.69, 29492.92, 29470.13, 3259, 3991, 29390.00, 0.00
2026-7-8, 19:07:33.073000, 29538.50, 29583.00, 29512.50, 29545.00, 7250, 6526, 29544.75, 29546.83, 29547.75, 3539, 3711, 0.00, 29588.00
2026-7-8, 19:49:02.499005, 29545.25, 29562.75, 29462.75, 29509.75, 7250, 6702, 29520.13, 29511.75, 29512.75, 3684, 3566, 29457.75, 0.00
2026-7-8, 20:41:57.904001, 29509.75, 29563.75, 29426.00, 29563.50, 7250, 6348, 29515.75, 29517.75, 29494.88, 3637, 3613, 29421.00, 0.00
2026-7-8, 21:21:25.492001, 29563.75, 29579.00, 29405.00, 29436.00, 7250, 6616, 29495.94, 29473.33, 29492.00, 3681, 3569, 29400.00, 0.00
2026-7-8, 22:07:38.917000, 29441.25, 29530.50, 29396.50, 29523.25, 7250, 6766, 29472.88, 29483.42, 29463.50, 3635, 3615, 29391.50, 0.00
2026-7-8, 23:37:47.494000, 29523.50, 29597.00, 29474.75, 29521.00, 7250, 6507, 29529.06, 29530.92, 29535.88, 3664, 3586, 29469.75, 0.00
2026-7-9, 00:37:58.206000, 29520.75, 29644.25, 29511.75, 29607.75, 7250, 6472, 29571.13, 29587.92, 29578.00, 3498, 3752, 29506.75, 0.00
2026-7-9, 01:32:43.321000, 29608.00, 29667.75, 29597.75, 29658.50, 7250, 6178, 29633.00, 29641.33, 29632.75, 3585, 3665, 0.00, 29672.75
2026-7-9, 02:29:40.903001, 29658.50, 29735.75, 29640.50, 29698.00, 7250, 6292, 29683.19, 29691.42, 29688.13, 3610, 3640, 0.00, 29740.75
2026-7-9, 03:19:07.788000, 29698.50, 29722.25, 29613.75, 29620.50, 7250, 6595, 29663.75, 29652.17, 29668.00, 3621, 3629, 29608.75, 0.00
2026-7-9, 04:44:37.739000, 29619.75, 29669.00, 29564.50, 29617.50, 7250, 6492, 29617.69, 29617.00, 29616.75, 3695, 3555, 0.00, 29674.00
2026-7-9, 06:04:58.864002, 29617.50, 29711.00, 29579.00, 29709.00, 7250, 6622, 29654.13, 29666.33, 29645.00, 3416, 3834, 29574.00, 0.00
2026-7-9, 06:50:48.890001, 29708.75, 29755.00, 29681.00, 29746.00, 7250, 6131, 29722.69, 29727.33, 29718.00, 3416, 3834, 0.00, 29760.00
2026-7-9, 07:27:42.066001, 29746.00, 29786.50, 29715.25, 29741.50, 7250, 6565, 29747.31, 29747.75, 29750.88, 3533, 3717, 0.00, 29791.50
2026-7-9, 07:54:30.414001, 29742.00, 29759.50, 29725.25, 29737.50, 7250, 6380, 29741.06, 29740.75, 29742.38, 3500, 3750, 0.00, 0.00
2026-7-9, 08:26:00.071000, 29737.25, 29758.00, 29730.00, 29745.25, 2405, 2153, 29742.63, 29744.42, 29744.00, 1304, 1101, 0.00, 29763.00
2026-7-9, 08:30:00.000000, 29746.75, 29755.00, 29682.50, 29700.50, 7250, 6705, 29721.19, 29712.67, 29718.75, 3845, 3405, 0.00, 0.00
2026-7-9, 08:31:42.804003, 29700.50, 29785.50, 29672.00, 29781.50, 7250, 6670, 29734.88, 29746.33, 29728.75, 3211, 4039, 0.00, 0.00
2026-7-9, 08:35:11.257001, 29781.75, 29863.00, 29777.25, 29853.00, 7250, 6698, 29818.75, 29831.08, 29820.13, 3246, 4004, 0.00, 0.00
2026-7-9, 08:38:35.270000, 29852.00, 29860.25, 29811.75, 29848.00, 7250, 6732, 29843.00, 29840.00, 29836.00, 3613, 3637, 0.00, 0.00
2026-7-9, 08:42:20.492001, 29848.00, 29885.50, 29841.50, 29880.25, 7250, 6964, 29863.81, 29869.08, 29863.50, 3462, 3788, 0.00, 0.00
2026-7-9, 08:45:53.717001, 29880.50, 29891.75, 29808.50, 29812.00, 7250, 6779, 29848.19, 29837.42, 29850.13, 3805, 3445, 0.00, 0.00
