Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, Buy Aggression, Sell Aggression, Buy Aggression, Sell Aggression, Buy Aggression, Sell Aggression, Buy Aggression, Sell Aggression, Buy Aggression, Sell Aggression
2026-8-6, 08:30:00.000000, 29335.00, 29373.75, 29241.25, 29340.00, 19490, 17939, 29322.50, 29318.33, 29307.50, 9936, 9554, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 08:35:00.000000, 29341.25, 29448.50, 29323.25, 29385.50, 17001, 15361, 29374.63, 29385.75, 29385.88, 7999, 9002, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 08:40:00.000000, 29386.00, 29474.25, 29376.00, 29458.75, 12570, 11840, 29423.75, 29436.33, 29425.13, 5860, 6710, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 08:45:00.000000, 29458.00, 29534.50, 29447.50, 29525.75, 11636, 10968, 29491.44, 29502.58, 29491.00, 5505, 6131, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 08:50:00.000000, 29526.75, 29551.00, 29491.00, 29500.25, 9559, 9115, 29517.25, 29514.08, 29521.00, 4907, 4652, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 08:55:00.000000, 29501.50, 29538.75, 29486.50, 29528.25, 9731, 9201, 29513.75, 29517.83, 29512.63, 4750, 4981, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:00:00.000000, 29528.75, 29558.50, 29488.00, 29517.75, 10214, 9774, 29523.25, 29521.42, 29523.25, 5131, 5083, 0.00, 0.00, 29483.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:05:00.000000, 29518.25, 29584.25, 29506.25, 29579.25, 8365, 7822, 29547.00, 29556.58, 29545.25, 3953, 4412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:10:00.000000, 29580.00, 29619.00, 29578.25, 29608.50, 7721, 7310, 29596.44, 29601.92, 29598.63, 3753, 3968, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29625.25
2026-8-6, 09:15:00.000000, 29608.75, 29652.50, 29586.75, 29640.75, 8205, 7597, 29622.19, 29626.67, 29619.63, 4057, 4148, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:20:00.000000, 29641.25, 29667.00, 29629.75, 29634.25, 6067, 5711, 29643.06, 29643.67, 29648.38, 2963, 3104, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:25:00.000000, 29634.50, 29640.25, 29564.75, 29587.00, 9799, 9232, 29606.63, 29597.33, 29602.50, 4995, 4804, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:30:00.000000, 29589.00, 29638.75, 29576.00, 29632.50, 7724, 7268, 29609.06, 29615.75, 29607.38, 3691, 4033, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:35:00.000000, 29632.50, 29650.75, 29550.50, 29553.00, 7894, 7449, 29596.69, 29584.75, 29600.63, 4128, 3766, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:40:00.000000, 29552.50, 29622.25, 29545.25, 29583.50, 7161, 6705, 29575.88, 29583.67, 29583.75, 3579, 3582, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:45:00.000000, 29582.50, 29585.50, 29533.75, 29558.25, 6477, 6083, 29565.00, 29559.17, 29559.63, 3330, 3147, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29543.50, 0.00, 29543.50, 0.00
2026-8-6, 09:50:00.000000, 29557.50, 29615.00, 29548.50, 29614.75, 5874, 5560, 29583.94, 29592.75, 29581.75, 2753, 3121, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 09:55:00.000000, 29614.50, 29659.25, 29599.75, 29656.75, 5864, 5496, 29632.56, 29638.58, 29629.50, 2749, 3115, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:00:00.000000, 29656.50, 29677.50, 29598.75, 29612.00, 6642, 6240, 29636.19, 29629.42, 29638.13, 3445, 3197, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:05:00.000000, 29612.75, 29674.75, 29612.50, 29671.75, 5954, 5467, 29642.94, 29653.00, 29643.63, 2852, 3102, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:10:00.000000, 29671.25, 29686.25, 29640.75, 29646.50, 5706, 5247, 29661.19, 29657.83, 29663.50, 2797, 2909, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:15:00.000000, 29646.25, 29663.25, 29579.50, 29579.75, 6262, 5879, 29617.19, 29607.50, 29621.38, 3290, 2972, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:20:00.000000, 29580.50, 29605.75, 29564.25, 29577.75, 5665, 5290, 29582.06, 29582.58, 29585.00, 2723, 2942, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:25:00.000000, 29577.25, 29611.25, 29565.00, 29608.50, 4453, 4096, 29590.50, 29594.92, 29588.13, 2075, 2378, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:30:00.000000, 29608.25, 29628.00, 29552.50, 29553.00, 5651, 5289, 29585.44, 29577.83, 29590.25, 2948, 2703, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:35:00.000000, 29553.25, 29580.50, 29540.25, 29565.25, 5257, 4952, 29559.81, 29562.00, 29560.38, 2631, 2626, 0.00, 0.00, 0.00, 0.00, 29525.75, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:40:00.000000, 29566.50, 29585.00, 29533.00, 29534.00, 4015, 3844, 29554.63, 29550.67, 29559.00, 2029, 1986, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:45:00.000000, 29535.00, 29613.25, 29530.75, 29589.25, 5618, 5248, 29567.06, 29577.75, 29572.00, 2576, 3042, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:50:00.000000, 29589.75, 29624.50, 29522.00, 29526.50, 7675, 7166, 29565.69, 29557.67, 29573.25, 4225, 3450, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 10:55:00.000000, 29525.75, 29556.00, 29506.00, 29516.25, 6610, 6249, 29526.00, 29526.08, 29531.00, 3274, 3336, 0.00, 0.00, 0.00, 0.00, 29481.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:00:00.000000, 29515.75, 29523.50, 29478.25, 29502.00, 7044, 6669, 29504.88, 29501.25, 29500.88, 3464, 3580, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:05:00.000000, 29502.25, 29542.75, 29494.25, 29525.50, 4833, 4637, 29516.19, 29520.83, 29518.50, 2254, 2579, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:10:00.000000, 29524.75, 29542.00, 29483.50, 29488.25, 4121, 3911, 29509.63, 29504.58, 29512.75, 2222, 1899, 0.00, 0.00, 0.00, 29525.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:15:00.000000, 29488.50, 29504.50, 29452.75, 29494.00, 5607, 5308, 29484.94, 29483.75, 29478.63, 2709, 2898, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:20:00.000000, 29494.00, 29499.00, 29448.50, 29488.00, 4908, 4602, 29482.38, 29478.50, 29473.75, 2451, 2457, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:25:00.000000, 29488.00, 29493.50, 29463.50, 29471.50, 3736, 3538, 29479.13, 29476.17, 29478.50, 1807, 1929, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:30:00.000000, 29472.25, 29507.00, 29462.25, 29478.75, 4091, 3925, 29480.06, 29482.67, 29484.63, 1951, 2140, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:35:00.000000, 29480.00, 29523.00, 29467.25, 29522.25, 3459, 3263, 29498.13, 29504.17, 29495.13, 1567, 1892, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29532.25, 0.00, 0.00
2026-8-6, 11:40:00.000000, 29523.00, 29527.25, 29476.50, 29478.25, 3747, 3554, 29501.25, 29494.00, 29501.88, 1970, 1777, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29529.25
2026-8-6, 11:45:00.000000, 29478.50, 29514.25, 29468.50, 29513.25, 3027, 2912, 29493.63, 29498.67, 29491.38, 1465, 1562, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:50:00.000000, 29514.00, 29533.50, 29504.25, 29510.00, 3646, 3482, 29515.44, 29515.92, 29518.88, 1810, 1836, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 11:55:00.000000, 29510.50, 29558.50, 29509.00, 29556.50, 3168, 2991, 29533.63, 29541.33, 29533.75, 1403, 1765, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:00:00.000000, 29557.25, 29574.25, 29541.50, 29547.00, 4008, 3818, 29555.00, 29554.25, 29557.88, 1943, 2065, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:05:00.000000, 29546.00, 29574.25, 29531.50, 29538.25, 2957, 2833, 29547.50, 29548.00, 29552.88, 1463, 1494, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:10:00.000000, 29538.25, 29549.75, 29518.00, 29523.75, 2603, 2463, 29532.44, 29530.50, 29533.88, 1307, 1296, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:15:00.000000, 29524.00, 29551.50, 29512.25, 29542.50, 2900, 2702, 29532.56, 29535.42, 29531.88, 1323, 1577, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:20:00.000000, 29542.75, 29550.75, 29518.75, 29523.50, 2399, 2237, 29533.94, 29531.00, 29534.75, 1223, 1176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:25:00.000000, 29523.00, 29550.25, 29523.00, 29527.75, 2040, 1970, 29531.00, 29533.67, 29536.63, 1034, 1006, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:30:00.000000, 29526.75, 29543.00, 29521.25, 29531.25, 1893, 1807, 29530.56, 29531.83, 29532.13, 888, 1005, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:35:00.000000, 29532.25, 29542.50, 29510.00, 29513.50, 2117, 1985, 29524.56, 29522.00, 29526.25, 1090, 1027, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:40:00.000000, 29513.00, 29520.75, 29493.75, 29510.00, 2728, 2580, 29509.38, 29508.17, 29507.25, 1351, 1377, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:45:00.000000, 29510.25, 29521.75, 29497.00, 29497.00, 2102, 2024, 29506.50, 29505.25, 29509.38, 1045, 1057, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:50:00.000000, 29497.75, 29529.00, 29494.25, 29522.00, 2622, 2381, 29510.75, 29515.08, 29511.63, 1174, 1448, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 12:55:00.000000, 29521.50, 29533.50, 29509.00, 29529.00, 2275, 2025, 29523.25, 29523.83, 29521.25, 1067, 1208, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:00:00.000000, 29529.00, 29538.00, 29507.25, 29531.25, 2410, 2291, 29526.38, 29525.50, 29522.63, 1166, 1244, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:05:00.000000, 29531.00, 29539.50, 29518.00, 29533.75, 2234, 2103, 29530.56, 29530.42, 29528.75, 1120, 1114, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:10:00.000000, 29534.75, 29546.75, 29519.00, 29542.75, 1958, 1869, 29535.81, 29536.17, 29532.88, 947, 1011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:15:00.000000, 29542.75, 29572.00, 29498.50, 29552.75, 5901, 5617, 29541.50, 29541.08, 29535.25, 2940, 2961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:20:00.000000, 29553.50, 29575.50, 29549.75, 29568.00, 2339, 2193, 29561.69, 29564.42, 29562.63, 1092, 1247, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:25:00.000000, 29568.50, 29572.50, 29547.25, 29556.50, 2024, 1910, 29561.19, 29558.75, 29559.88, 970, 1054, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:30:00.000000, 29556.50, 29561.00, 29531.25, 29534.00, 2153, 2019, 29545.69, 29542.08, 29546.13, 1115, 1038, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:35:00.000000, 29534.00, 29547.00, 29514.25, 29518.75, 2360, 2181, 29528.50, 29526.67, 29530.63, 1245, 1115, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:40:00.000000, 29518.75, 29524.50, 29500.50, 29520.00, 2088, 2016, 29515.94, 29515.00, 29512.50, 978, 1110, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:45:00.000000, 29521.25, 29537.00, 29509.75, 29511.75, 2368, 2247, 29519.94, 29519.50, 29523.38, 1125, 1243, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:50:00.000000, 29512.75, 29522.00, 29506.00, 29513.50, 1812, 1694, 29513.56, 29513.83, 29514.00, 842, 970, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-6, 13:55:00.000000, 29513.00, 29530.25, 29508.25, 29515.50, 2142, 2005, 29516.75, 29518.00, 29519.25, 1042, 1100, 29680.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 08:30:00.000000, 29714.75, 29813.25, 29681.00, 29804.75, 18754, 17734, 29753.44, 29766.33, 29747.13, 9012, 9742, 0.00, 29818.25, 0.00, 0.00, 0.00, 0.00, 0.00, 29818.25, 0.00, 29814.25
2026-8-7, 08:35:00.000000, 29805.00, 29809.25, 29696.50, 29731.25, 13791, 13214, 29760.50, 29745.67, 29752.88, 7233, 6558, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 08:40:00.000000, 29733.00, 29796.00, 29704.25, 29788.50, 11292, 10658, 29755.44, 29762.92, 29750.13, 5522, 5770, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 08:45:00.000000, 29786.75, 29820.00, 29709.00, 29773.00, 11293, 10842, 29772.19, 29767.33, 29764.50, 5647, 5646, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 08:50:00.000000, 29773.75, 29800.00, 29745.75, 29753.50, 7440, 7105, 29768.25, 29766.42, 29772.88, 3848, 3592, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 08:55:00.000000, 29754.50, 29761.75, 29643.75, 29677.25, 11675, 11075, 29709.31, 29694.25, 29702.75, 6193, 5482, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:00:00.000000, 29679.50, 29713.25, 29616.75, 29619.25, 12126, 11634, 29657.19, 29649.75, 29665.00, 6219, 5907, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:05:00.000000, 29619.25, 29684.75, 29613.50, 29632.00, 8689, 8340, 29637.38, 29643.42, 29649.13, 4194, 4495, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:10:00.000000, 29630.75, 29649.00, 29564.50, 29585.00, 11709, 11037, 29607.31, 29599.50, 29606.75, 5929, 5780, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:15:00.000000, 29585.00, 29720.00, 29568.50, 29718.00, 12821, 12071, 29647.88, 29668.83, 29644.25, 6074, 6747, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:20:00.000000, 29718.50, 29744.75, 29687.00, 29702.75, 8735, 8321, 29713.25, 29711.50, 29715.88, 4288, 4447, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:25:00.000000, 29703.00, 29779.50, 29701.25, 29761.25, 7096, 6759, 29736.25, 29747.33, 29740.38, 3363, 3733, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29784.50, 0.00, 0.00
2026-8-7, 09:30:00.000000, 29761.00, 29775.00, 29714.25, 29731.00, 7468, 7158, 29745.31, 29740.08, 29744.63, 3871, 3597, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:35:00.000000, 29731.00, 29743.75, 29669.50, 29677.50, 9237, 8486, 29705.44, 29696.92, 29706.63, 4777, 4460, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29664.50, 0.00, 0.00, 0.00
2026-8-7, 09:40:00.000000, 29678.75, 29720.50, 29660.00, 29676.00, 7108, 6885, 29683.81, 29685.50, 29690.25, 3522, 3586, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:45:00.000000, 29676.75, 29732.00, 29667.75, 29708.00, 7068, 6752, 29696.13, 29702.58, 29699.88, 3385, 3683, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:50:00.000000, 29708.25, 29726.75, 29667.75, 29682.25, 5823, 5569, 29696.25, 29692.25, 29697.25, 2974, 2849, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 09:55:00.000000, 29682.00, 29734.00, 29675.00, 29721.00, 5094, 4883, 29703.00, 29710.00, 29704.50, 2480, 2614, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:00:00.000000, 29720.25, 29748.00, 29709.00, 29744.75, 5101, 4891, 29730.50, 29733.92, 29728.50, 2391, 2710, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:05:00.000000, 29745.00, 29769.00, 29740.50, 29756.00, 3930, 3671, 29752.63, 29755.17, 29754.75, 1902, 2028, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:10:00.000000, 29756.50, 29782.50, 29738.25, 29759.75, 5201, 4721, 29759.25, 29760.17, 29760.38, 2420, 2781, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:15:00.000000, 29760.25, 29767.50, 29746.50, 29758.25, 3615, 3471, 29758.13, 29757.42, 29757.00, 1811, 1804, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:20:00.000000, 29757.75, 29798.25, 29752.75, 29795.50, 4960, 4500, 29776.06, 29782.17, 29775.50, 2085, 2875, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:25:00.000000, 29795.50, 29828.75, 29794.00, 29826.75, 5680, 5204, 29811.25, 29816.50, 29811.38, 2503, 3177, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:30:00.000000, 29826.00, 29855.25, 29826.00, 29839.50, 6089, 5740, 29836.69, 29840.25, 29840.63, 2826, 3263, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:35:00.000000, 29840.50, 29843.00, 29818.75, 29824.25, 4199, 3997, 29831.63, 29828.67, 29830.88, 2103, 2096, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:40:00.000000, 29825.00, 29837.50, 29794.25, 29811.75, 4570, 4299, 29817.13, 29814.50, 29815.88, 2236, 2334, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:45:00.000000, 29812.00, 29834.00, 29802.25, 29829.50, 2755, 2539, 29819.44, 29821.92, 29818.13, 1159, 1596, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 10:50:00.000000, 29829.75, 29843.25, 29796.50, 29815.50, 4047, 3767, 29821.25, 29818.42, 29819.88, 2043, 2004, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 29829.75, 0.00, 29842.25
2026-8-7, 10:55:00.000000, 29816.25, 29822.00, 29796.50, 29814.00, 2930, 2822, 29812.19, 29810.83, 29809.25, 1464, 1466, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:00:00.000000, 29814.75, 29820.50, 29795.00, 29812.00, 2937, 2826, 29810.56, 29809.17, 29807.75, 1385, 1552, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:05:00.000000, 29812.00, 29830.00, 29809.00, 29824.50, 2774, 2636, 29818.88, 29821.17, 29819.50, 1354, 1420, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:10:00.000000, 29825.25, 29829.25, 29798.25, 29800.75, 2126, 2009, 29813.38, 29809.42, 29813.75, 1138, 988, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:15:00.000000, 29800.50, 29818.50, 29787.00, 29794.25, 2862, 2653, 29800.06, 29799.92, 29802.75, 1482, 1380, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:20:00.000000, 29794.25, 29819.00, 29746.25, 29747.25, 5451, 5142, 29776.69, 29770.83, 29782.63, 2887, 2564, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:25:00.000000, 29748.00, 29753.50, 29688.75, 29714.00, 6743, 6274, 29726.06, 29718.75, 29721.13, 3408, 3335, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:30:00.000000, 29714.00, 29738.75, 29668.75, 29736.00, 7625, 7129, 29714.38, 29714.50, 29703.75, 3679, 3946, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:35:00.000000, 29735.75, 29757.00, 29719.25, 29752.50, 4198, 3989, 29741.13, 29742.92, 29738.13, 1992, 2206, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:40:00.000000, 29752.00, 29761.25, 29735.00, 29754.25, 3188, 2926, 29750.63, 29750.17, 29748.13, 1594, 1594, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:45:00.000000, 29754.50, 29772.75, 29754.50, 29767.50, 3504, 3246, 29762.31, 29764.92, 29763.63, 1628, 1876, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:50:00.000000, 29768.25, 29780.75, 29740.00, 29745.75, 3517, 3148, 29758.69, 29755.50, 29760.38, 1801, 1716, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 11:55:00.000000, 29746.00, 29765.00, 29738.75, 29739.50, 2672, 2409, 29747.31, 29747.75, 29751.88, 1179, 1493, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 12:00:00.000000, 29739.75, 29757.25, 29726.75, 29745.00, 3282, 3020, 29742.19, 29743.00, 29742.00, 1595, 1687, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2026-8-7, 12:05:00.000000, 29745.00, 29768.00, 29742.00, 29765.00, 2248, 2104, 29755.00, 29758.33, 29755.00, 1010, 1238, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
